1 | 77031
2 | 231094
3 | 115547
4 | 346642
5 | 173321
6 | 519964
7 | 259982
8 | 129991
9 | 389974
10 | 194987
11 | 584962
12 | 292481
13 | 877444
14 | 438722
15 | 219361
16 | 658084
17 | 329042
18 | 164521
19 | 493564
20 | 246782
21 | 123391
22 | 370174
23 | 185087
24 | 555262
25 | 277631
26 | 832894
27 | 416447
28 | 1249342
29 | 624671
30 | 1874014
31 | 937007
32 | 2811022
33 | 1405511
34 | 4216534
35 | 2108267
36 | 6324802
37 | 3162401
38 | 9487204
39 | 4743602
40 | 2371801
41 | 7115404
42 | 3557702
43 | 1778851
44 | 5336554
45 | 2668277
46 | 8004832
47 | 4002416
48 | 2001208
49 | 1000604
50 | 500302
51 | 250151
52 | 750454
53 | 375227
54 | 1125682
55 | 562841
56 | 1688524
57 | 844262
58 | 422131
59 | 1266394
60 | 633197
61 | 1899592
62 | 949796
63 | 474898
64 | 237449
65 | 712348
66 | 356174
67 | 178087
68 | 534262
69 | 267131
70 | 801394
71 | 400697
72 | 1202092
73 | 601046
74 | 300523
75 | 901570
76 | 450785
77 | 1352356
78 | 676178
79 | 338089
80 | 1014268
81 | 507134
82 | 253567
83 | 760702
84 | 380351
85 | 1141054
86 | 570527
87 | 1711582
88 | 855791
89 | 2567374
90 | 1283687
91 | 3851062
92 | 1925531
93 | 5776594
94 | 2888297
95 | 8664892
96 | 4332446
97 | 2166223
98 | 6498670
99 | 3249335
100 | 9748006
101 | 4874003
102 | 14622010
103 | 7311005
104 | 21933016
105 | 10966508
106 | 5483254
107 | 2741627
108 | 8224882
109 | 4112441
110 | 12337324
111 | 6168662
112 | 3084331
113 | 9252994
114 | 4626497
115 | 13879492
116 | 6939746
117 | 3469873
118 | 10409620
119 | 5204810
120 | 2602405
121 | 7807216
122 | 3903608
123 | 1951804
124 | 975902
125 | 487951
126 | 1463854
127 | 731927
128 | 2195782
129 | 1097891
130 | 3293674
131 | 1646837
132 | 4940512
133 | 2470256
134 | 1235128
135 | 617564
136 | 308782
137 | 154391
138 | 463174
139 | 231587
140 | 694762
141 | 347381
142 | 1042144
143 | 521072
144 | 260536
145 | 130268
146 | 65134
147 | 32567
148 | 97702
149 | 48851
150 | 146554
151 | 73277
152 | 219832
153 | 109916
154 | 54958
155 | 27479
156 | 82438
157 | 41219
158 | 123658
159 | 61829
160 | 185488
161 | 92744
162 | 46372
163 | 23186
164 | 11593
165 | 34780
166 | 17390
167 | 8695
168 | 26086
169 | 13043
170 | 39130
171 | 19565
172 | 58696
173 | 29348
174 | 14674
175 | 7337
176 | 22012
177 | 11006
178 | 5503
179 | 16510
180 | 8255
181 | 24766
182 | 12383
183 | 37150
184 | 18575
185 | 55726
186 | 27863
187 | 83590
188 | 41795
189 | 125386
190 | 62693
191 | 188080
192 | 94040
193 | 47020
194 | 23510
195 | 11755
196 | 35266
197 | 17633
198 | 52900
199 | 26450
200 | 13225
201 | 39676
202 | 19838
203 | 9919
204 | 29758
205 | 14879
206 | 44638
207 | 22319
208 | 66958
209 | 33479
210 | 100438
211 | 50219
212 | 150658
213 | 75329
214 | 225988
215 | 112994
216 | 56497
217 | 169492
218 | 84746
219 | 42373
220 | 127120
221 | 63560
222 | 31780
223 | 15890
224 | 7945
225 | 23836
226 | 11918
227 | 5959
228 | 17878
229 | 8939
230 | 26818
231 | 13409
232 | 40228
233 | 20114
234 | 10057
235 | 30172
236 | 15086
237 | 7543
238 | 22630
239 | 11315
240 | 33946
241 | 16973
242 | 50920
243 | 25460
244 | 12730
245 | 6365
246 | 19096
247 | 9548
248 | 4774
249 | 2387
250 | 7162
251 | 3581
252 | 10744
253 | 5372
254 | 2686
255 | 1343
256 | 4030
257 | 2015
258 | 6046
259 | 3023
260 | 9070
261 | 4535
262 | 13606
263 | 6803
264 | 20410
265 | 10205
266 | 30616
267 | 15308
268 | 7654
269 | 3827
270 | 11482
271 | 5741
272 | 17224
273 | 8612
274 | 4306
275 | 2153
276 | 6460
277 | 3230
278 | 1615
279 | 4846
280 | 2423
281 | 7270
282 | 3635
283 | 10906
284 | 5453
285 | 16360
286 | 8180
287 | 4090
288 | 2045
289 | 6136
290 | 3068
291 | 1534
292 | 767
293 | 2302
294 | 1151
295 | 3454
296 | 1727
297 | 5182
298 | 2591
299 | 7774
300 | 3887
301 | 11662
302 | 5831
303 | 17494
304 | 8747
305 | 26242
306 | 13121
307 | 39364
308 | 19682
309 | 9841
310 | 29524
311 | 14762
312 | 7381
313 | 22144
314 | 11072
315 | 5536
316 | 2768
317 | 1384
318 | 692
319 | 346
320 | 173
321 | 520
322 | 260
323 | 130
324 | 65
325 | 196
326 | 98
327 | 49
328 | 148
329 | 74
330 | 37
331 | 112
332 | 56
333 | 28
334 | 14
335 | 7
336 | 22
337 | 11
338 | 34
339 | 17
340 | 52
341 | 26
342 | 13
343 | 40
344 | 20
345 | 10
346 | 5
347 | 16
348 | 8
349 | 4
350 | 2
351 | 1
